medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
0398E30B94A30D36BF84C4FCECE4B628,90CF07326407C06E56C1B67837EA90BB,VTS,1,,2013-11-04 20:52:00,2013-11-04 20:55:00,1,180,.78,-73.971725,40.797157,-73.963737,40.803097
8451D994B55FA1A5F656A8C0004F7F78,A10D5BD46643B695E86CA42502EA6717,VTS,1,,2013-11-04 21:06:00,2013-11-04 21:19:00,1,780,2.12,-73.979012,40.763451,-73.981071,40.742065
768D150B38EA5354113A8F570BAF0875,982083402F7B20115D761DE29031FCAF,VTS,1,,2013-11-07 23:54:00,2013-11-08 00:05:00,3,660,1.39,-73.997169,40.714371,-73.99939,40.730099
39EFE76F7CFC78A43920607D812D9E40,9BEE4F56F4BB7226181A2AC52196A0F3,VTS,1,,2013-11-08 00:19:00,2013-11-08 00:26:00,1,420,1.43,-73.987267,40.735855,-74.004677,40.747032
B0D8DBE78A60485B9BFF22EE1A3AF081,94E7BAE4B7E9E7CC5DE657D6A9A8B58F,VTS,1,,2013-11-04 21:20:00,2013-11-04 21:35:00,1,900,3.24,-74.003448,40.732441,-73.9813,40.769024
DFBB078E527A6939321740FF4B044AC9,E19E6E8B3F7026C4BC3AD8D8AB0DE37B,VTS,1,,2013-11-04 21:33:00,2013-11-04 21:57:00,1,1440,3.99,-73.993668,40.762062,-73.989418,40.718025
3541D0677EEEA07B67E645E12F04F517,0D6AA3950920C855151DA03077356A6E,VTS,1,,2013-11-07 23:33:00,2013-11-07 23:44:00,1,660,3.00,-73.997543,40.733601,-73.967354,40.757977
8F8780330EC9D5EF6D035D8009A778CB,B227B8DB8B0201151D7CABDECDE5283B,VTS,1,,2013-11-07 23:16:00,2013-11-07 23:43:00,5,1620,3.72,-73.982124,40.774712,-74.005371,40.725933
150804320CEEFB9C988DE9E230048E17,85285E7FDB8E1555E1EE7ACE109660C0,VTS,1,,2013-11-08 00:57:00,2013-11-08 01:11:00,1,840,3.96,-73.991119,40.759918,-73.94928,40.779411
C25D58B21C22B9B313D9D61C81AFB9D0,9160A49508C287D4F138DAD8CC6396E4,VTS,1,,2013-11-04 21:07:00,2013-11-04 21:14:00,1,420,1.17,-74.014214,40.715523,-74.001778,40.724541
4EA574A87C85CE75E1D8DEACA8BE324C,80C89797214A5529D03E7A697D6FAF3B,VTS,1,,2013-11-08 00:08:00,2013-11-08 00:28:00,1,1200,4.84,-73.948814,40.776878,-73.994553,40.724941
390DCD7D86C71B88A803D08163FA8A79,9165A6396DB638C0A5FEF9C1466A2477,VTS,1,,2013-11-07 23:37:00,2013-11-07 23:42:00,2,300,.87,-74.008102,40.738792,-74.004105,40.742088
6C8EA4103E23404EA0E0A0808FB5FEC0,05F613BC23AF22DAEA45B44F3732D01D,VTS,1,,2013-11-04 20:45:00,2013-11-04 21:20:00,1,2100,23.48,-73.985901,40.758587,-73.939003,40.58379
B3BB9F20C0D99EB36801043509F5908D,4241B44F4036869CBECAE36026A41696,VTS,1,,2013-11-08 00:28:00,2013-11-08 00:49:00,5,1260,7.07,-73.949524,40.80204,-73.956497,40.807865
D8D1AD6135C358BF2D50C876ED108AEF,8BED12257CC52EC6D445E68001410BA1,VTS,1,,2013-11-04 22:11:00,2013-11-04 22:20:00,1,540,1.74,-73.954872,40.77776,-73.975731,40.791672
AFB245E562032C98FC763C9B6CF488F9,D509928B3ED7485F7E8A3A0F51CC2EB9,VTS,1,,2013-11-08 00:27:00,2013-11-08 00:34:00,4,420,2.00,-74.004234,40.724812,-73.99202,40.749264
C202C1DF070CCD5254FA4CC1629AE0A0,4A70A1E094ED183124582790B6F45A13,VTS,1,,2013-11-04 22:02:00,2013-11-04 22:09:00,2,420,1.16,-73.972084,40.754066,-73.986801,40.761921
9A2609CDC0C83F7734D61E3D837214D9,EA7861331252FCF44AF55CF8B51007BF,VTS,1,,2013-11-07 23:53:00,2013-11-08 00:19:00,1,1560,4.92,-74.006828,40.725716,-73.954247,40.730286
9730AFBE8E88604CA7BE8224C3D06F16,E31F283AB742AAF4841DC014E1BFAC1C,VTS,1,,2013-11-07 21:00:00,2013-11-07 21:35:00,1,2100,6.11,-74.003799,40.722435,-74.001099,40.72187
2BEC2BF60AF4687EAD72262884F9F0BF,FC744AF5F3997D7FB112C6B085503727,VTS,1,,2013-11-04 22:36:00,2013-11-04 22:41:00,4,300,1.10,-73.949455,40.711121,-73.964973,40.714256
B5AAD925E9F6366BEFFA3B2BE8EAA87C,84409F3F4EFE3B78964CC86030432645,VTS,1,,2013-11-04 20:08:00,2013-11-04 20:18:00,1,600,1.94,-73.98513,40.760799,-73.98513,40.760799
B5EB446D51AF2B3A8EC944B015D202FA,3E8FAD5E45C74A16FDF1E1BD70841498,VTS,1,,2013-11-08 00:34:00,2013-11-08 00:37:00,1,180,.40,-73.989365,40.735958,-73.989662,40.740017
CB8CEA4C8F99D39ACD84EB9DA74F03BD,2EAA4A5E867D00EA4975C41E4A2B64F3,VTS,1,,2013-11-04 21:33:00,2013-11-04 21:51:00,5,1080,8.66,-73.982597,40.673641,-73.890572,40.749065
F24AC9E40A0A8F63778953AC56789FAF,499371A3895A7F2F1C9292FBBBE63413,VTS,1,,2013-11-04 20:59:00,2013-11-04 21:27:00,1,1680,15.92,-73.791435,40.645844,-73.965317,40.636353
9C5D9306F3BD991C639567E907F9C03F,3420045F98ED09422D2DB7406F6ECAFC,VTS,1,,2013-11-08 00:44:00,2013-11-08 00:50:00,1,360,1.05,-73.983826,40.756561,-73.995232,40.752052
06F7086BC8CC3CB629115748433379D2,503EF4F67B0E994118A889BFD8E1A302,VTS,1,,2013-11-08 00:29:00,2013-11-08 00:43:00,5,840,6.67,-73.997215,40.722237,-73.946518,40.784081
74742F5444DFA20C228CC151DF2B26FC,74411A563AA38E96F8E0DDBB1EF1589D,VTS,1,,2013-11-04 21:24:00,2013-11-04 21:26:00,5,120,.35,-73.956284,40.769413,-73.964455,40.756546
35A5A89EEDD357DEF9E83650E20305F5,3C9CFECA9A3BE016A5671BF5D191AF78,VTS,1,,2013-11-07 23:30:00,2013-11-07 23:50:00,1,1200,10.07,-73.988663,40.748062,-73.929504,40.853989
226414FC1FEA5ECDF68B56F6792CDC0B,C03940919EBE7F9BD75115BACD427EC3,VTS,1,,2013-11-04 22:16:00,2013-11-04 22:18:00,1,120,.75,-73.996262,40.753521,-73.994186,40.761459
926E5AB3070027A95D2D04DA2917C280,B34682748A510C10BFB7F79CE5F3F9F9,VTS,1,,2013-11-04 22:58:00,2013-11-04 23:15:00,1,1020,4.84,-73.968948,40.757446,-73.962769,40.718224
59FA6ED6AA4E3C7370C5A2AAC5CEBEEF,FC09EDFB486646F85E56A00D549A257F,VTS,1,,2013-11-04 21:59:00,2013-11-04 22:15:00,2,960,8.09,-74.008514,40.720371,-73.955048,40.819878
F71AEBD7EDABA9D4157424BFC31D0477,79F0349EB10C4582618EC5D85A17B692,VTS,1,,2013-11-08 00:46:00,2013-11-08 00:54:00,4,480,1.63,-74.000511,40.735531,-73.987679,40.721184
52B41D56F1DCBE602300BB141CFF4D84,368D1C6093B231C906500666ED56C2C5,VTS,1,,2013-11-08 00:26:00,2013-11-08 00:40:00,1,840,1.97,-73.99157,40.726864,-74.000748,40.746326
4354A361DED6CBEF186D3D230ED61CDB,9982E9F3A6B4FBE6F2405DDCA2ACB638,VTS,1,,2013-11-04 20:02:00,2013-11-04 20:08:00,5,360,.60,-73.989624,40.734089,-73.98394,40.730976
40C878E99D5F5819E3622F860D525AF7,E0D697CACD32970DFD9A8BCE1FAA48B2,VTS,1,,2013-11-07 22:37:00,2013-11-07 22:42:00,5,300,1.33,-73.968971,40.795841,-73.953918,40.805649
311388FEEE44CE52E5583E1091117E0A,E818A0C4642C4890F7B02065445EE2B6,VTS,1,,2013-11-07 23:51:00,2013-11-07 23:55:00,6,240,.27,-73.987274,40.744358,-73.982941,40.742603
379463A755417A5299F3A9F0534FE8FE,AFBE22BB0BC8FF0CB6DE377965EC0594,VTS,1,,2013-11-07 23:41:00,2013-11-07 23:50:00,1,540,1.11,-73.985397,40.731804,-73.990517,40.719189
62AB75789A51B5D51B473A63FAAB935A,3C7F19806E44BF69CC9098C9F5F8322C,VTS,1,,2013-11-08 02:22:00,2013-11-08 02:31:00,1,540,3.25,-73.986618,40.757515,-73.953926,40.778976
4FFDE3FDD48BCB65A9EBB3F6EB592146,71BF011B12104AD6F3E68DE8A0FDF401,VTS,1,,2013-11-04 22:06:00,2013-11-04 22:12:00,5,360,1.37,-73.996841,40.737186,-73.982605,40.747574
CBE2015D17B8641EADA0BFAD797C86FF,40CD6A3646AC06C944C1E5EAE353FD5D,VTS,1,,2013-11-08 04:02:00,2013-11-08 04:07:00,1,300,2.30,-73.988785,40.731422,-73.990601,40.756264
2CCAAD2C48C2C92B5E7D73DD9D2B2270,2C8B37B73ED8BE690DD37FA6F3E79847,VTS,1,,2013-11-04 22:41:00,2013-11-04 22:45:00,1,240,1.02,-74.005211,40.728523,-73.998421,40.717064
ADE9202630061271C5A5C3848A6CEDAC,AF956BA11DF7E2478C13F10B82A94114,VTS,1,,2013-11-08 00:57:00,2013-11-08 01:02:00,2,300,1.20,-73.981674,40.758472,-73.984833,40.748211
4BAD9258F80F0557C351A1765B209298,C403CD98C119E0C9EA8F8D95B34D7FF0,VTS,1,,2013-11-05 00:08:00,2013-11-05 00:25:00,3,1020,4.77,-74.005417,40.726795,-73.950409,40.725937
2C02AC5CD7236959C1DF87721A1E0E89,9A2C2B65C3E0826009CA885FEA3C7250,VTS,1,,2013-11-08 02:05:00,2013-11-08 02:09:00,1,240,1.13,-73.985992,40.760323,-73.969055,40.760712
CEA322EA7E96F56511DCF00B15C0B13A,155BD41FEDF19C0F6E82AFFE77D60DBB,VTS,1,,2013-11-04 22:42:00,2013-11-04 22:51:00,1,540,1.42,-73.986198,40.761913,-73.992157,40.749523
1FFE6E69C0B4762235E9885B7FB0749C,D16C32B0E2463004C869B9F17E3D14E0,VTS,1,,2013-11-08 00:47:00,2013-11-08 01:09:00,2,1320,4.84,-73.96051,40.71524,-73.928604,40.757927
0D70E61DA85C2551D35C67FDB27AE291,A029A2C7A7608A2919417A489C04FF11,VTS,1,,2013-11-04 22:43:00,2013-11-04 22:46:00,1,180,.64,-73.98967,40.701984,-73.986755,40.70203
06EA2430B52B18E8C03A7EF59C487146,0A735D304B77D3F34C364277DCEA2D9E,VTS,1,,2013-11-05 00:26:00,2013-11-05 00:31:00,1,300,1.37,-73.976501,40.750347,-73.988274,40.73418
7743CA34B1B21715BB9A107CF700849A,831C07895E3F3E70FDECC8CA1CCE6D08,VTS,1,,2013-11-05 00:13:00,2013-11-05 00:39:00,1,1560,10.86,-74.006943,40.719242,-73.917587,40.770508
54D36D947CF6DB394F052C4BFED9E223,A791CAA4FE272C1F72E370F6BC299F89,VTS,1,,2013-11-05 00:18:00,2013-11-05 00:23:00,1,300,.75,-74.00853,40.711891,-74.016754,40.70929
FB90DE839A08AC244A179DEB009FE936,F8E7DA29EC9C4E17446651E82F6A9B14,VTS,1,,2013-11-08 01:28:00,2013-11-08 01:32:00,5,240,1.02,-73.971367,40.75605,-73.979691,40.746113
4A272883641442A11B748CC210E52851,CF9200E89CA334ACC0BE099C01A66077,VTS,1,,2013-11-04 23:44:00,2013-11-04 23:51:00,2,420,2.09,-73.982742,40.771671,-73.971565,40.795525
113C86713C13307246CB77DB753B339E,C69D6E7CCA95A65DA1A43C32A6859173,VTS,1,,2013-11-08 04:19:00,2013-11-08 04:33:00,1,840,3.89,-73.990753,40.719196,-73.929604,40.700638
C4D33A7E2F87EA5D50E86411BEC65E69,304E6AAC4DB493777FF4EAB7914CB1E6,VTS,1,,2013-11-04 23:57:00,2013-11-05 00:07:00,2,600,2.98,-73.970528,40.752365,-74.000175,40.726665
E072937C0B5A27118402E8B622D43D37,25A2238F659DC3FEAB32932474EAA054,VTS,1,,2013-11-05 01:16:00,2013-11-05 01:34:00,2,1080,6.84,-73.973991,40.79155,-74.010536,40.708817
ECA735703DC2AD8ABE86FF22A9325CDD,6E9872A8D40B9590762E09E827986687,VTS,1,,2013-11-08 05:31:00,2013-11-08 05:49:00,1,1080,5.33,-73.982117,40.728046,-73.944412,40.675892
C0CAA07BFCD3173CD6F77449104D4A91,2B833D27B30A6435B03F05C5BBDE0947,VTS,1,,2013-11-04 22:38:00,2013-11-04 22:55:00,1,1020,7.51,-73.983681,40.69376,-73.960579,40.641605
B6D3F9F69C5AF62EE0AA5A52525D304E,B7CF759438577EE19B7D5818AF97D55A,VTS,1,,2013-11-05 04:57:00,2013-11-05 05:09:00,2,720,3.44,-73.95192,40.73225,-73.991173,40.750343
B6FD1C9011263F24757D35BE543D02A0,371910291B554B9821CA346094832F60,VTS,1,,2013-11-08 02:42:00,2013-11-08 02:52:00,5,600,1.89,-73.983902,40.727016,-74.004402,40.741489
35B72CF9DB59B261991A8AD87C7471E3,A797D6D41590ADD46CF17AFF9227630D,VTS,1,,2013-11-04 22:54:00,2013-11-04 23:08:00,1,840,3.60,-73.986336,40.764114,-73.990608,40.724693
C3EC7A485C2F8713E191C6FE95D42F3B,840D41C21EC872A18F93F817DD9D6163,VTS,1,,2013-11-08 01:02:00,2013-11-08 01:11:00,1,540,2.87,-73.988182,40.721302,-73.964218,40.719528
46ECA3A606B09A95BCA7736975B772D5,51B9CADAC31BBE2DD3E81AFD93A280C7,VTS,1,,2013-11-08 05:52:00,2013-11-08 06:02:00,6,600,2.83,-73.973549,40.748028,-74.006683,40.730244
799153A138F4E8334A1A95AE25040B83,ED1DEEDFD1B4A55EED5D97BCD3363D25,VTS,2,,2013-11-08 03:47:00,2013-11-08 04:12:00,1,1500,17.64,-73.981575,40.763371,-73.776337,40.646137
F2A1741AEE4990D2E5EB27929CBCBE7E,8214F726A540377D1D3CEC46C78933BD,VTS,2,,2013-11-05 00:05:00,2013-11-05 00:30:00,1,1500,17.06,-73.784607,40.648598,-73.991203,40.743877
0F6A613E33716533EAAFF3AA0A966770,2DA56A19C0F43A439782289FABE0DF42,VTS,1,,2013-11-04 22:40:00,2013-11-04 23:10:00,5,1800,8.87,-73.953751,40.766827,-73.970001,40.688847
1B96632294C366D4BDF08099BCAA6E39,C724B8838FDDB2344FB3981EB5116E36,VTS,1,,2013-11-05 00:13:00,2013-11-05 00:14:00,5,60,.29,-73.99128,40.75584,-73.989067,40.758183
101C9958C7D6C5E996CEBBD04C965936,5FD60864EA684DDAF40DF58137630449,VTS,1,,2013-11-08 06:10:00,2013-11-08 06:12:00,5,120,.69,-73.986908,40.756077,-73.989433,40.748703
0C4726D4E2AF94BF8FE2D23EFDA20917,DA8EFBA01D5733FB2D7856DDF4026DD5,VTS,1,,2013-11-05 01:47:00,2013-11-05 01:52:00,4,300,1.69,-73.963005,40.77515,-73.96833,40.790886
A8952BE8AD462B1BE23E61D21CD37086,1A6F58B77214A54B5B706568CAE6A32C,VTS,1,,2013-11-08 06:07:00,2013-11-08 06:22:00,1,900,8.48,-73.958908,40.778061,-73.87249,40.774513
E47D041AF1769274B740525CCA286F34,80FBFE389AC07555E90A037277B6EE2C,VTS,1,,2013-11-08 04:23:00,2013-11-08 04:29:00,1,360,.99,-73.980988,40.725403,-73.991425,40.726234
F782CC8AED0F6FE4C3AAD146A4543C70,E5140FCDB9AD2DA0D797411A92BE1B31,VTS,1,,2013-11-04 23:38:00,2013-11-04 23:47:00,1,540,1.10,-73.982903,40.763393,-73.974762,40.757275
1B0575AC55B9F5FBD158A360A1808D81,47939637E62B828271D87F61ADA9494D,VTS,1,,2013-11-08 02:24:00,2013-11-08 02:28:00,2,240,.80,-73.953705,40.770794,-73.961754,40.764343
58B2330EB7CE4AA0C5DD6E0D03621062,F6D180B7203A9A0854A99BBC7B8E0037,VTS,1,,2013-11-08 06:15:00,2013-11-08 06:21:00,1,360,1.20,-73.981697,40.745018,-73.991264,40.75563
D5A324CA1BD88CE6E20AA4944B9083D4,45B01E8DC88CE9D9229B787B5A6E255B,VTS,1,,2013-11-04 23:56:00,2013-11-05 00:05:00,1,540,2.16,-73.927124,40.762871,-73.901009,40.745838
438FF269BBBCB9398C1432C656BFE323,C3777596AE4303CCC52AE08DD49B3B0E,VTS,1,,2013-11-05 04:50:00,2013-11-05 04:58:00,1,480,1.42,-73.968063,40.800629,-73.949883,40.801666
19257CF49D07A9F536374B9E6670767B,CE19239A20311E648BCD7675C513BF48,VTS,1,,2013-11-05 05:53:00,2013-11-05 05:58:00,1,300,1.38,-73.978516,40.785912,-73.986076,40.769691
156DF7A073DD7F63E03CD4D1792F0B29,E57C4D2E4AFBD23513ECC4D98DE6992B,VTS,1,,2013-11-04 23:02:00,2013-11-04 23:13:00,5,660,3.88,-73.957855,40.769726,-73.997536,40.742542
DD8B63FD21A71CD9792423A1C28A821E,99FBE51B2B39220EC02002C703988221,VTS,2,,2013-11-05 00:20:00,2013-11-05 00:45:00,5,1500,19.15,-73.782272,40.644695,-73.951065,40.780113
423C3A7B659B19EC5DE6BD1FB1E290D2,7C568D084587FF7DE3C90DDD77E49BD2,VTS,1,,2013-11-08 07:23:00,2013-11-08 07:27:00,1,240,.47,-73.989937,40.756786,-73.985741,40.761944
BAB130720588AB2391875617FAEA9171,784A40BC0A62E0FFFDEF4D340FA93B05,VTS,1,,2013-11-05 01:59:00,2013-11-05 02:06:00,2,420,1.54,-73.988976,40.738739,-73.995056,40.745159
6667FF102AFCA0CA9135A54264F78144,09440C37A4F051FC62F7ACB7F5365DE2,VTS,1,,2013-11-08 06:39:00,2013-11-08 06:46:00,1,420,1.52,-73.984573,40.769676,-73.977219,40.755276
F7FAB32EC7AC95D2DABF51BE15559077,735DF69BF6D59FB25C4B8F4F55A56383,VTS,1,,2013-11-08 01:32:00,2013-11-08 01:33:00,6,60,.31,-73.967873,40.754841,-73.972824,40.756084
4DC3097F7665EC13A98FB46087DD47B1,55AA26D5EACF6488F9DCC6541498E6EA,VTS,1,,2013-11-08 06:34:00,2013-11-08 06:45:00,1,660,5.06,-73.968864,40.754375,-74.006828,40.705688
319AE2555940BA65DB0749E1DD1FBA0B,2B1C16B0BECE185907E212FAB5759FBC,VTS,1,,2013-11-05 05:01:00,2013-11-05 05:19:00,6,1080,5.32,-73.923302,40.743767,-73.994453,40.738693
6CE32B95BD6B798EC2ABCC7AD6542F60,B46C954E37612AC4EFD5C523481716CC,VTS,1,,2013-11-05 06:38:00,2013-11-05 06:46:00,2,480,1.63,-73.986565,40.739735,-73.981842,40.757957
237F19A9B41D225C2B7A3E4977B0184F,55F6443A6F5B5DFF10C5EBCDB2E4B89D,VTS,1,,2013-11-05 05:06:00,2013-11-05 05:26:00,1,1200,8.97,-73.953484,40.77565,-73.978783,40.690361
4A2CABC19B0EDB96B1B8C07617347AC5,7A89CD1ABBFE52F61E8EE02DC3272792,VTS,1,,2013-11-05 01:16:00,2013-11-05 01:21:00,5,300,1.20,-73.990646,40.729721,-73.983307,40.718849
A21033DE83739A12D04B23384D1A3CC5,B45B12B9597CC34FE7534D65F2C5CF62,VTS,1,,2013-11-08 07:22:00,2013-11-08 07:29:00,1,420,1.98,-73.981705,40.737034,-73.969879,40.756989
4DC3097F7665EC13A98FB46087DD47B1,F0C7071DE6E167DEDD27BAEB93EB8840,VTS,2,,2013-11-04 23:51:00,2013-11-05 00:18:00,1,1620,17.67,-73.788101,40.641582,-73.954437,40.765778
FED8DEEA16C86B89BE759E636D6A5A83,C6351F6AD5EAFFADC3631915F06CE88F,VTS,1,,2013-11-05 05:33:00,2013-11-05 05:51:00,1,1080,4.77,-73.94519,40.786995,-73.999016,40.753666
D853D9584A3212931D6D04FB98F13C78,E760360C07CE7CB4356D65A5C037D6BF,VTS,1,,2013-11-05 06:38:00,2013-11-05 06:48:00,1,600,2.39,-73.95446,40.767063,-73.982704,40.755081
95B64FA5AA320202EDBB357C19FAD3B9,B46A55103CBB6A8116D0D0E3A3194C7E,VTS,1,,2013-11-05 07:12:00,2013-11-05 07:18:00,1,360,1.05,-73.981606,40.724541,-73.992661,40.730072
E5DEE6A1632E7963F80F6BD84604C4C8,20C912BC9773D830E6A54A91CFA2FCC3,VTS,1,,2013-11-08 06:55:00,2013-11-08 07:08:00,1,780,3.09,-73.976318,40.744144,-73.947617,40.772774
E8A1DA44B99DA27ED67EBC5C553573D4,19AB4284C514F4FCB66E2BC58F53D6C7,VTS,1,,2013-11-08 03:17:00,2013-11-08 03:24:00,1,420,1.66,-73.988419,40.743813,-73.983688,40.725903
2A718BC691C5518EF562EC90A1571F59,6170BE229D5D22E14F9C55D3B3343F58,VTS,1,,2013-11-08 01:15:00,2013-11-08 01:21:00,1,360,.02,-73.997192,40.735619,-73.997192,40.736561
407581443C525006D22C0EB8819E9EC9,4EB7F2FEED5C01FC973024C1397EB129,VTS,1,,2013-11-08 07:23:00,2013-11-08 07:28:00,1,300,1.20,-73.994331,40.746052,-74.007156,40.752155
A87E2C633EEB9BCF863389CCE1C6D8F9,0DAA23B83D50720D0564FF1864DE316D,VTS,1,,2013-11-08 07:40:00,2013-11-08 07:46:00,5,360,1.11,-73.997543,40.756271,-73.990318,40.769909
B4B49808F27BA7F5E66B7D6FD1E00C7A,B819CCB02BD3DBE4E62BC812DDD56DBA,VTS,1,,2013-11-08 01:50:00,2013-11-08 01:55:00,1,300,.89,-73.973755,40.758457,-73.987,40.760979
816590D6C11CDAB47B76C7C6750B6094,9E1135FA3A20F87B0D36AD9F28A6DE09,VTS,1,,2013-11-05 05:55:00,2013-11-05 05:59:00,2,240,1.91,-73.987892,40.749447,-73.968094,40.764675
6210101AB5620CDF4DAD534F3652A75D,E927928D01FDFE8510B6C75ADA442345,VTS,1,,2013-11-08 05:03:00,2013-11-08 05:10:00,1,420,1.40,-73.971802,40.760792,-73.960938,40.765358
4F113FA705089DCA788671B63C766061,D016E8C86635A1C1FB9C575325B78ECA,VTS,1,,2013-11-05 07:46:00,2013-11-05 08:13:00,6,1620,4.21,-73.997742,40.720875,-73.959213,40.771732
83AFFFE59B0A7484FA3207379E2EB9D6,6541A5909BC04300C2145DCECE3020D9,VTS,1,,2013-11-08 07:38:00,2013-11-08 07:56:00,3,1080,2.93,-74.002922,40.727936,-73.974113,40.758396
3AE90C6CAABF6C93D56B2924A50E6C62,52D50FE60EC8CAAC5C4F21BD7693A711,VTS,1,,2013-11-05 06:52:00,2013-11-05 07:02:00,6,600,1.39,-73.990402,40.756638,-73.972176,40.759636
D2897CA9258A622CA97A048C21083B1C,A9975B5820B66EBBA2A8182B2ED610E1,VTS,1,,2013-11-08 07:00:00,2013-11-08 07:14:00,1,840,3.42,0,0,0,0
A4A67C92A97EC87CD321E87BF7357930,81B1003D938EBC4C20285FB09F0F6064,VTS,1,,2013-11-05 07:12:00,2013-11-05 07:17:00,2,300,1.41,-73.985176,40.741779,-73.97261,40.758743
841441CA91D0E47151759F884BBD72AD,E6513E9AD03A4AF10C0354BA71BA68A4,VTS,1,,2013-11-08 08:10:00,2013-11-08 08:33:00,5,1380,2.24,-73.954918,40.769623,-73.975525,40.751755
01BD10395EF30144C3731CF21ECFB2E1,6AE9C56D1E68A4E7F0E578E4ED2ECEFB,VTS,1,,2013-11-05 08:13:00,2013-11-05 08:18:00,2,300,.70,-74.00708,40.734402,-73.998398,40.738091
1FFE6E69C0B4762235E9885B7FB0749C,0795B42BA7C7187FC18196A34286F591,VTS,1,,2013-11-08 09:06:00,2013-11-08 09:11:00,1,300,.57,-73.985909,40.740063,-73.984253,40.746086
599434E62BC84C610B39E98A8F63B6DF,BC797EF31B92F2A0B28A469EBBDB091B,VTS,1,,2013-11-08 06:57:00,2013-11-08 07:51:00,1,3240,15.69,-73.964867,40.791508,-73.907692,40.659538
